102.720080,25.008870
102.733055,25.013491
102.767135,24.998502
102.764652,24.989891
102.735352,25.002485
102.779820,24.990933
102.778800,24.944536
102.730642,25.031363
102.766477,24.940458
102.775555,24.951997
102.754958,24.984837
102.765264,24.959303
102.733955,25.042233
102.855674,25.005712
102.756797,25.024056
102.722439,25.018777
102.723845,24.977798
102.752668,25.005959
102.761205,24.981046
102.732034,25.020461
102.735354,25.025273
102.734741,25.033777
102.782343,25.004383
102.720368,24.988634
102.725720,24.978536
102.722120,24.985057
102.743361,25.009761
102.727100,25.026013
102.760802,24.982173
102.777070,25.003680
102.720380,24.988640
102.756378,24.979971
102.760099,25.021088
102.719790,25.031854
102.725726,25.023326
102.748259,25.017766
102.765990,24.952385
102.740738,25.039314
102.710006,24.960351
102.768426,24.974602
102.720891,25.020887
102.739518,24.998957
102.778822,24.944453
102.708380,24.959048
102.740612,25.012502
102.723463,25.009603
102.900301,25.059848
102.720530,25.025468
102.731370,25.014190
102.722852,25.032937
102.762308,24.969798
102.798210,24.953612
102.764543,24.991736
102.723496,25.010039
102.769496,24.990023
102.736210,25.042304
102.720630,25.009790
102.795530,24.950960
102.758133,24.965612
102.742393,25.021735
102.759392,25.016011
102.765331,25.012672
102.741710,25.017970
102.747579,25.024620
102.778857,25.005955
102.757639,24.990350
102.737741,24.952813
102.733726,25.004925
102.752513,24.987754
102.724579,25.026007
102.772209,25.020481
102.763270,24.962228
102.438310,25.129132
102.697297,25.021415
102.710799,25.006615
102.715656,25.005025
102.680501,24.991544
102.676740,25.034012
102.678325,25.038903
102.702813,25.032729
102.686175,25.042643
102.705930,24.992356
102.680426,25.030849
102.708210,25.007895
102.704385,25.024688
102.704140,25.027818
102.666540,24.968158
102.673875,25.040466
102.683960,25.004774
102.703081,25.017304
102.675950,25.040680
102.702075,25.021638
102.677597,25.040758
102.605208,24.783136
102.689214,25.027102
102.706940,25.032357
102.674976,25.028850
102.673560,25.037607
102.609824,24.783433
102.666109,25.029395
102.701375,25.009357
102.673848,25.038362
102.628635,25.006740
102.710480,24.970987
102.687930,25.019735
102.691691,25.007025
102.700374,25.006698
102.660468,25.045419
102.684279,25.008469
102.699602,25.015472
102.683390,25.004615
102.692536,25.026205
102.657724,25.041422
102.481829,25.133346
102.680044,25.008516
102.635280,25.044698
102.715600,25.004040
102.716524,25.008493
102.698070,24.972760
102.675215,25.044428
102.520500,24.835597
102.677220,24.962473
102.671420,24.998644
102.627528,25.015991
102.644750,25.022618
102.677632,25.024175
102.626594,24.980368
102.684449,25.009860
102.695118,25.027927
102.646139,25.036749
102.636519,25.030580
102.624710,24.942230
102.685590,25.000449
102.488553,25.116587
102.680070,25.036290
102.705661,24.982119
102.674970,25.044109
102.680654,24.997614
102.682454,25.030505
102.655600,25.042730
102.685467,25.009458
102.685850,25.000503
102.665417,24.972422
102.684868,25.003881
102.680857,25.004655
102.692932,25.007524
102.707971,25.007061
102.638520,25.051186
102.712460,24.999235
102.519255,25.087461
102.711000,24.993260
102.693470,24.992267
102.699960,25.021550
102.702100,25.026120
102.686668,25.040976
102.585114,24.800615
102.662233,25.036737
102.706742,25.026036
102.686022,25.025922
103.209201,26.190827
103.181528,26.075069
103.163400,26.114120
103.190883,26.080852
103.182345,26.086956
103.178979,26.076954
103.051445,26.012890
103.004765,26.325218
103.188960,26.073537
103.126033,26.192988
103.071079,26.071425
103.184755,26.085429
103.078999,26.413864
103.180340,26.088140
102.800886,24.890760
102.780840,24.897700
102.809191,24.771865
102.798083,24.886706
102.800645,24.889639
102.802360,24.892079
102.847046,24.869116
102.793524,24.889539
102.776077,24.898603
102.846600,24.862009
102.796260,24.824525
102.786430,24.918191
102.846037,24.867556
102.784030,24.897563
102.830291,24.844749
102.849756,24.913529
102.801163,24.864439
102.851710,24.854287
102.839962,24.927694
102.792810,24.894725
102.824814,24.851820
102.781364,24.877005
102.807289,24.890976
102.814781,24.872103
102.864631,24.950733
102.844001,24.921409
102.860451,24.849348
102.785881,24.876340
