102.678314,25.248740
102.627610,25.091040
102.689291,25.048942
102.705293,25.045460
102.711051,25.035178
102.696208,25.045411
102.692067,25.062837
102.706476,25.033576
102.709412,25.059161
102.708215,25.036208
102.684773,25.050044
102.662186,25.065013
102.647400,25.087097
102.688075,25.050651
102.674454,25.063748
102.706898,25.039508
102.657785,25.060112
102.661022,25.107880
102.715589,25.037772
102.680372,25.067036
102.711980,25.038486
102.672462,25.090396
102.699163,25.039158
102.663164,25.133409
102.659870,25.074578
102.715053,25.091281
102.718150,25.082364
102.706270,25.045683
102.730217,25.103661
102.706844,25.038777
102.671873,25.046215
102.653850,25.088319
102.703710,25.044286
102.702900,25.035481
102.706670,25.045500
102.698360,25.051535
102.682251,25.062386
102.691051,25.041268
102.701585,25.036266
102.607536,25.287802
102.702454,25.039304
102.657016,25.053268
102.709982,25.043611
102.711884,25.038251
102.650314,25.061849
102.668709,25.054234
102.651040,25.086266
102.661896,25.067907
102.693710,25.044176
102.669792,25.095764
102.694571,25.047910
102.605373,25.277512
102.714688,25.042533
102.713009,25.044789
102.712731,25.040076
102.700171,25.057097
102.703480,25.044338
102.676453,25.045550
102.697570,25.066568
102.700321,25.042435
102.652530,25.074236
102.702619,25.035698
102.663740,25.074998
102.674579,25.071723
102.698832,25.034792
102.655066,25.047004
102.711845,25.070530
102.700509,25.050639
102.689306,25.045347
102.715950,25.078018
102.691026,25.050205
102.711574,25.069035
102.729128,25.099647
102.660450,25.070349
102.703290,25.058677
102.709390,25.049275
102.646111,25.089849
102.719370,25.088006
102.695900,25.052030
102.714660,25.046620
102.712690,25.034750
102.698970,25.046100
102.693330,25.041489
102.725014,25.098591
102.697156,25.037728
102.699176,25.047562
102.698821,25.050856
102.758140,24.982748
102.836696,24.993599
102.723610,24.980329
102.725970,24.979320
102.771199,24.986068
102.740147,24.964700
102.742642,25.012809
102.727850,25.025414
102.759461,24.947153
102.734105,25.041552
102.740062,25.028657
102.798027,24.991280
102.772101,24.986558
102.771266,24.967558
102.707756,24.956579
