102.764543	24.991736	6	昆明松骋贸易有限责任公司
102.723496	25.010039	3	福兴小区南门
102.736210	25.042304	96	昆明外国语学校
102.720630	25.009790	60	云南弘旭大酒店
102.795530	24.950960	18	红森建材城
102.742393	25.021735	742	温莎关上店
102.759392	25.016011	3	关车停车场驾驶员餐厅
102.765331	25.012672	23	东三环
102.747579	25.024620	7	百汇商场
102.757639	24.990350	396	12棵橡树庄园小区
102.737741	24.952813	21	昆明市官渡区后所中心学校
102.733726	25.004925	9	日新立交桥
102.772209	25.020481	38	昆明东站
102.763270	24.962228	301	奥宸·橙郡
102.438310	25.129132	19	谷律中学
102.697297	25.021415	719	盛高大城
102.710799	25.006615	706	昆明西山万达广场
102.715656	25.005025	274	北大附中云南实验学校
102.680501	24.991544	437	爱琴海购物公园
102.676740	25.034012	1550	大观楼
102.678325	25.038903	1143	昆明市新闻中心
102.702813	25.032729	42	西南温泉游泳馆
102.686175	25.042643	36	昆明师专附中
102.705930	24.992356	281	金水湖畔温泉会所
102.680426	25.030849	243	温莎KTV量贩（西华店）
102.704385	25.024688	976	中央丽城
102.666540	24.968158	13651	云南民族村
102.683960	25.004774	155	海康温泉花园
102.703081	25.017304	350	永昌小区
102.702075	25.021638	80	昆明市西山区实验中学
102.605208	24.783136	328	海口大桥公交站
102.689214	25.027102	329	船房小区
102.706940	25.032357	1189	云南省昆明市东寺塔步行街
102.701375	25.009357	45	春晓花园
102.628635	25.006740	7	阁楼
102.687930	25.019735	124	昆明滇池中学
102.691691	25.007025	283	大明星欢乐园KTV量贩金牛店
102.700374	25.006698	116	云铜时代年华小区公交站
102.660468	25.045419	1112	西山区政府(兴苑路)
102.699602	25.015472	44	南亚风情园
102.683390	25.004615	288	云南省高级人民法院
102.657724	25.041422	390	沃尔玛(兴苑路店)
102.481829	25.133346	142	卧云山旅游区
102.680044	25.008516	6603	南亚风情第壹城
102.635280	25.044698	24	城市山
102.715600	25.004040	402	佳湖花园
102.698070	24.972760	326	昆明同仁医院(滇池印象国际花园西北)
102.675215	25.044428	2	华光天子庙
102.520500	24.835597	55	云南科技实业有限责任公司依兰商场
102.677220	24.962473	489	大自然风情园
102.671420	24.998644	584	湖畔之梦
102.627528	25.015991	16	江南春赛马场公园
102.644750	25.022618	1409	云安会都
102.677632	25.024175	148	西华山水
102.626594	24.980368	1489	西山森林公园
102.695118	25.027927	52	安宁
102.646139	25.036749	238	老滇缅320傣味餐吧
102.636519	25.030580	2085	昆明西部汽车客运站
102.624710	24.942230	74	西山猫猫箐
102.680070	25.036290	157	昆明大观酒店
102.705661	24.982119	432	大商汇
102.684868	25.003881	40	凯旋咖啡屋
102.680857	25.004655	37	南苑(东门)
102.638520	25.051186	37	云南经贸管理学校
102.712460	24.999235	155	银德·香榭丽园(云南省工商行政管理局南)
102.519255	25.087461	94	团结企业白族休闲园
102.711000	24.993260	16	金枫苑
102.693470	24.992267	58	理想红树湾
102.699960	25.021550	461	五华体育馆
102.686668	25.040976	1138	四十三医院
102.585114	24.800615	467	云南经贸外事职业学院
102.662233	25.036737	167	梁源小区(秀苑路)
102.686022	25.025922	11	凯旋利车市
103.209201	26.190827	63	昆明市东川区第一中学
103.181528	26.075069	314	世纪丽晶大酒店
103.182345	26.086956	129	泰隆国际商务大厦
103.051445	26.012890	112	东川红土地
103.126033	26.192988	7	绿茂中学
102.800886	24.890760	96	呈贡一中
102.780840	24.897700	1149	中国昆明斗南花卉市场
102.809191	24.771865	558	云南财经大学
102.798083	24.886706	44	世纪华联购物广场
102.802360	24.892079	90	呈贡县人民医院
102.847046	24.869116	6109	云南师范大学呈贡校区
102.793524	24.889539	147	呈贡公交站
102.796260	24.824525	88	湿地公园
102.786430	24.918191	14	呈贡小古城小学
102.830291	24.844749	3681	云南艺术学院
102.849756	24.913529	38	昆明中豪新册产业城
102.801163	24.864439	141	云南省呈贡体育训练基地
102.851710	24.854287	5744	昆明理工大学呈贡校区
102.839962	24.927694	36	昆河铁路公司王家营车站
102.824814	24.851820	2187	昆明医科大学西苑
102.807289	24.890976	403	洛龙公园
102.814781	24.872103	9	吴家营收费站
102.864631	24.950733	23	王家营收费站
